season,stem,sar_path,opt_path,quality_pass,reject_reasons,opt_edge_mean,opt_gray_std,opt_water_ratio,sar_edge_mean,sar_gray_std,sar_resolved_path,opt_resolved_path
summer,summer_img_temperate_p3892,E:\Data\summer\s1_160\summer_img_temperate_p3892.png,E:\Data\summer\s2_160\summer_img_temperate_p3892.png,False,low_texture,15.765305,11.896307,0.0,9.038193,5.585599,E:\Data\summer\s1_160\summer_img_temperate_p3892.png,E:\Data\summer\s2_160\summer_img_temperate_p3892.png
winter,ROIs2017_winter_140_p606,E:\Data\winter\s1_140\ROIs2017_winter_s1_140_p606.png,E:\Data\winter\s2_140\ROIs2017_winter_s2_140_p606.png,False,water_like,39.170029,60.057334,0.553819,23.019196,21.184432,E:\Data\winter\s1_140\ROIs2017_winter_s1_140_p606.png,E:\Data\winter\s2_140\ROIs2017_winter_s2_140_p606.png
winter,ROIs2017_winter_10_p435,E:\Data\winter\s1_10\ROIs2017_winter_s1_10_p435.png,E:\Data\winter\s2_10\ROIs2017_winter_s2_10_p435.png,False,water_like,26.367157,32.168358,0.722656,46.805328,59.168264,E:\Data\winter\s1_10\ROIs2017_winter_s1_10_p435.png,E:\Data\winter\s2_10\ROIs2017_winter_s2_10_p435.png
spring,ROIs1158_spring_64_p944,E:\Data\spring\s1_64\ROIs1158_spring_s1_64_p944.png,E:\Data\spring\s2_64\ROIs1158_spring_s2_64_p944.png,False,low_texture,14.172501,16.507264,0.0,36.975464,23.083369,E:\Data\spring\s1_64\ROIs1158_spring_s1_64_p944.png,E:\Data\spring\s2_64\ROIs1158_spring_s2_64_p944.png
winter,winter_img_temperate_p1699,E:\Data\winter\s1_171\winter_img_temperate_p1699.png,E:\Data\winter\s2_171\winter_img_temperate_p1699.png,False,water_like,28.080093,43.140011,0.567708,35.928299,74.644462,E:\Data\winter\s1_171\winter_img_temperate_p1699.png,E:\Data\winter\s2_171\winter_img_temperate_p1699.png
winter,ROIs2017_winter_146_p1706,E:\Data\winter\s1_146\ROIs2017_winter_s1_146_p1706.png,E:\Data\winter\s2_146\ROIs2017_winter_s2_146_p1706.png,False,water_like,17.070251,38.949434,0.782552,60.672043,49.347419,E:\Data\winter\s1_146\ROIs2017_winter_s1_146_p1706.png,E:\Data\winter\s2_146\ROIs2017_winter_s2_146_p1706.png
summer,ROIs1868_summer_57_p476,E:\Data\summer\s1_57\ROIs1868_summer_s1_57_p476.png,E:\Data\summer\s2_57\ROIs1868_summer_s2_57_p476.png,False,water_like,23.003036,26.040343,0.571181,42.106857,41.674739,E:\Data\summer\s1_57\ROIs1868_summer_s1_57_p476.png,E:\Data\summer\s2_57\ROIs1868_summer_s2_57_p476.png
winter,winter_img_tropical_p910,E:\Data\winter\s1_172\winter_img_tropical_p910.png,E:\Data\winter\s2_172\winter_img_tropical_p910.png,False,low_texture,8.386414,9.140957,0.0,23.218231,11.427623,E:\Data\winter\s1_172\winter_img_tropical_p910.png,E:\Data\winter\s2_172\winter_img_tropical_p910.png
winter,ROIs2017_winter_97_p1358,E:\Data\winter\s1_97\ROIs2017_winter_s1_97_p1358.png,E:\Data\winter\s2_97\ROIs2017_winter_s2_97_p1358.png,False,low_texture,10.977081,21.692819,0.005208,65.97905,45.148739,E:\Data\winter\s1_97\ROIs2017_winter_s1_97_p1358.png,E:\Data\winter\s2_97\ROIs2017_winter_s2_97_p1358.png
fall,fall_img_tropical_p9668,E:\Data\fall\s1_150\fall_img_tropical_p9668.png,E:\Data\fall\s2_150\fall_img_tropical_p9668.png,False,low_texture,12.494385,19.12482,0.0,17.375351,17.913252,E:\Data\fall\s1_150\fall_img_tropical_p9668.png,E:\Data\fall\s2_150\fall_img_tropical_p9668.png
winter,winter_img_temperate_p9311,E:\Data\winter\s1_170\winter_img_temperate_p9311.png,E:\Data\winter\s2_170\winter_img_temperate_p9311.png,False,low_texture,10.162231,8.081537,0.0,13.260773,10.222536,E:\Data\winter\s1_170\winter_img_temperate_p9311.png,E:\Data\winter\s2_170\winter_img_temperate_p9311.png
spring,ROIs1158_spring_6_p966,E:\Data\spring\s1_6\ROIs1158_spring_s1_6_p966.png,E:\Data\spring\s2_6\ROIs1158_spring_s2_6_p966.png,False,low_texture,13.922058,25.543493,0.0,36.783875,29.343403,E:\Data\spring\s1_6\ROIs1158_spring_s1_6_p966.png,E:\Data\spring\s2_6\ROIs1158_spring_s2_6_p966.png
spring,ROIs1158_spring_143_p1350,E:\Data\spring\s1_143\ROIs1158_spring_s1_143_p1350.png,E:\Data\spring\s2_143\ROIs1158_spring_s2_143_p1350.png,False,water_like,42.62561,31.221316,0.481337,64.903885,42.170809,E:\Data\spring\s1_143\ROIs1158_spring_s1_143_p1350.png,E:\Data\spring\s2_143\ROIs1158_spring_s2_143_p1350.png
fall,ROIs1970_fall_7_p186,E:\Data\fall\s1_7\ROIs1970_fall_s1_7_p186.png,E:\Data\fall\s2_7\ROIs1970_fall_s2_7_p186.png,False,water_like,26.031815,20.600827,0.974392,46.452805,47.326176,E:\Data\fall\s1_7\ROIs1970_fall_s1_7_p186.png,E:\Data\fall\s2_7\ROIs1970_fall_s2_7_p186.png
summer,summer_img_temperate_p3100,E:\Data\summer\s1_160\summer_img_temperate_p3100.png,E:\Data\summer\s2_160\summer_img_temperate_p3100.png,False,low_texture,14.727066,8.128993,0.0,8.695572,4.136475,E:\Data\summer\s1_160\summer_img_temperate_p3100.png,E:\Data\summer\s2_160\summer_img_temperate_p3100.png
fall,ROIs1970_fall_120_p485,E:\Data\fall\s1_120\ROIs1970_fall_s1_120_p485.png,E:\Data\fall\s2_120\ROIs1970_fall_s2_120_p485.png,False,water_like,22.680237,53.819561,0.41059,50.160492,33.626348,E:\Data\fall\s1_120\ROIs1970_fall_s1_120_p485.png,E:\Data\fall\s2_120\ROIs1970_fall_s2_120_p485.png
fall,fall_img_temperate_p4373,E:\Data\fall\s1_150\fall_img_temperate_p4373.png,E:\Data\fall\s2_150\fall_img_temperate_p4373.png,False,low_texture,14.619156,9.897609,0.0,9.329285,6.597866,E:\Data\fall\s1_150\fall_img_temperate_p4373.png,E:\Data\fall\s2_150\fall_img_temperate_p4373.png
fall,fall_img_tropical_p12454,E:\Data\fall\s1_150\fall_img_tropical_p12454.png,E:\Data\fall\s2_150\fall_img_tropical_p12454.png,False,low_texture,6.573212,5.669646,0.0,22.625641,17.630698,E:\Data\fall\s1_150\fall_img_tropical_p12454.png,E:\Data\fall\s2_150\fall_img_tropical_p12454.png
summer,ROIs1868_summer_115_p361,E:\Data\summer\s1_115\ROIs1868_summer_s1_115_p361.png,E:\Data\summer\s2_115\ROIs1868_summer_s2_115_p361.png,False,low_texture,13.397064,29.762263,0.0,43.857925,35.737331,E:\Data\summer\s1_115\ROIs1868_summer_s1_115_p361.png,E:\Data\summer\s2_115\ROIs1868_summer_s2_115_p361.png
winter,ROIs2017_winter_97_p326,E:\Data\winter\s1_97\ROIs2017_winter_s1_97_p326.png,E:\Data\winter\s2_97\ROIs2017_winter_s2_97_p326.png,False,low_texture,11.593201,14.14031,0.0,63.667999,41.872325,E:\Data\winter\s1_97\ROIs2017_winter_s1_97_p326.png,E:\Data\winter\s2_97\ROIs2017_winter_s2_97_p326.png
winter,winter_img_temperate_p1756,E:\Data\winter\s1_170\winter_img_temperate_p1756.png,E:\Data\winter\s2_170\winter_img_temperate_p1756.png,False,low_texture;sar_low_texture,11.241806,7.998436,0.0,3.014465,1.73074,E:\Data\winter\s1_170\winter_img_temperate_p1756.png,E:\Data\winter\s2_170\winter_img_temperate_p1756.png
winter,winter_img_temperate_p10715,E:\Data\winter\s1_170\winter_img_temperate_p10715.png,E:\Data\winter\s2_170\winter_img_temperate_p10715.png,False,low_texture,17.096039,15.958813,0.0,13.205109,11.441451,E:\Data\winter\s1_170\winter_img_temperate_p10715.png,E:\Data\winter\s2_170\winter_img_temperate_p10715.png
spring,ROIs1158_spring_100_p380,E:\Data\spring\s1_100\ROIs1158_spring_s1_100_p380.png,E:\Data\spring\s2_100\ROIs1158_spring_s2_100_p380.png,False,low_texture;water_like,11.712051,32.84181,0.684462,41.500458,35.458505,E:\Data\spring\s1_100\ROIs1158_spring_s1_100_p380.png,E:\Data\spring\s2_100\ROIs1158_spring_s2_100_p380.png
winter,ROIs2017_winter_140_p982,E:\Data\winter\s1_140\ROIs2017_winter_s1_140_p982.png,E:\Data\winter\s2_140\ROIs2017_winter_s2_140_p982.png,False,water_like,46.52565,54.184457,0.826823,22.708557,20.93653,E:\Data\winter\s1_140\ROIs2017_winter_s1_140_p982.png,E:\Data\winter\s2_140\ROIs2017_winter_s2_140_p982.png
summer,ROIs1868_summer_90_p317,E:\Data\summer\s1_90\ROIs1868_summer_s1_90_p317.png,E:\Data\summer\s2_90\ROIs1868_summer_s2_90_p317.png,False,low_texture,1.880463,0.80972,0.0,50.371231,42.624693,E:\Data\summer\s1_90\ROIs1868_summer_s1_90_p317.png,E:\Data\summer\s2_90\ROIs1868_summer_s2_90_p317.png
fall,ROIs1970_fall_42_p1519,E:\Data\fall\s1_42\ROIs1970_fall_s1_42_p1519.png,E:\Data\fall\s2_42\ROIs1970_fall_s2_42_p1519.png,False,water_like,15.236481,25.700136,0.958333,27.338104,26.591121,E:\Data\fall\s1_42\ROIs1970_fall_s1_42_p1519.png,E:\Data\fall\s2_42\ROIs1970_fall_s2_42_p1519.png
winter,ROIs2017_winter_146_p331,E:\Data\winter\s1_146\ROIs2017_winter_s1_146_p331.png,E:\Data\winter\s2_146\ROIs2017_winter_s2_146_p331.png,False,water_like,14.528687,33.620969,0.615451,60.244019,48.291885,E:\Data\winter\s1_146\ROIs2017_winter_s1_146_p331.png,E:\Data\winter\s2_146\ROIs2017_winter_s2_146_p331.png
fall,ROIs1970_fall_67_p701,E:\Data\fall\s1_67\ROIs1970_fall_s1_67_p701.png,E:\Data\fall\s2_67\ROIs1970_fall_s2_67_p701.png,False,low_texture,13.147522,22.952229,0.0,51.524597,37.158492,E:\Data\fall\s1_67\ROIs1970_fall_s1_67_p701.png,E:\Data\fall\s2_67\ROIs1970_fall_s2_67_p701.png
spring,ROIs1158_spring_136_p81,E:\Data\spring\s1_136\ROIs1158_spring_s1_136_p81.png,E:\Data\spring\s2_136\ROIs1158_spring_s2_136_p81.png,False,low_texture,15.514145,8.69855,0.0,67.441193,43.843471,E:\Data\spring\s1_136\ROIs1158_spring_s1_136_p81.png,E:\Data\spring\s2_136\ROIs1158_spring_s2_136_p81.png
summer,ROIs1868_summer_75_p364,E:\Data\summer\s1_75\ROIs1868_summer_s1_75_p364.png,E:\Data\summer\s2_75\ROIs1868_summer_s2_75_p364.png,False,low_texture;water_like,18.216721,8.053428,1.0,29.54454,18.232419,E:\Data\summer\s1_75\ROIs1868_summer_s1_75_p364.png,E:\Data\summer\s2_75\ROIs1868_summer_s2_75_p364.png
fall,fall_img_tropical_p11603,E:\Data\fall\s1_150\fall_img_tropical_p11603.png,E:\Data\fall\s2_150\fall_img_tropical_p11603.png,False,low_texture,4.641159,4.89759,0.0,15.959457,14.884773,E:\Data\fall\s1_150\fall_img_tropical_p11603.png,E:\Data\fall\s2_150\fall_img_tropical_p11603.png
fall,fall_img_temperate_p4865,E:\Data\fall\s1_150\fall_img_temperate_p4865.png,E:\Data\fall\s2_150\fall_img_temperate_p4865.png,False,low_texture,20.864777,17.844847,0.0,7.328171,7.058012,E:\Data\fall\s1_150\fall_img_temperate_p4865.png,E:\Data\fall\s2_150\fall_img_temperate_p4865.png
fall,fall_img_temperate_p3996,E:\Data\fall\s1_150\fall_img_temperate_p3996.png,E:\Data\fall\s2_150\fall_img_temperate_p3996.png,False,low_texture,11.035995,6.50719,0.0,13.791,6.894806,E:\Data\fall\s1_150\fall_img_temperate_p3996.png,E:\Data\fall\s2_150\fall_img_temperate_p3996.png
fall,ROIs1970_fall_53_p353,E:\Data\fall\s1_53\ROIs1970_fall_s1_53_p353.png,E:\Data\fall\s2_53\ROIs1970_fall_s2_53_p353.png,False,water_like,56.563629,57.018366,0.665799,45.912018,46.811076,E:\Data\fall\s1_53\ROIs1970_fall_s1_53_p353.png,E:\Data\fall\s2_53\ROIs1970_fall_s2_53_p353.png
spring,ROIs1158_spring_42_p671,E:\Data\spring\s1_42\ROIs1158_spring_s1_42_p671.png,E:\Data\spring\s2_42\ROIs1158_spring_s2_42_p671.png,False,low_texture,13.203201,10.129937,0.0,49.634445,39.444937,E:\Data\spring\s1_42\ROIs1158_spring_s1_42_p671.png,E:\Data\spring\s2_42\ROIs1158_spring_s2_42_p671.png
spring,spring_img_temperate_p777,E:\Data\spring\s1_155\spring_img_temperate_p777.png,E:\Data\spring\s2_155\spring_img_temperate_p777.png,False,low_texture,5.387527,19.753623,0.0,5.441467,9.614805,E:\Data\spring\s1_155\spring_img_temperate_p777.png,E:\Data\spring\s2_155\spring_img_temperate_p777.png
fall,ROIs1970_fall_64_p634,E:\Data\fall\s1_64\ROIs1970_fall_s1_64_p634.png,E:\Data\fall\s2_64\ROIs1970_fall_s2_64_p634.png,False,water_like,24.314377,27.646934,0.792969,56.88356,42.388157,E:\Data\fall\s1_64\ROIs1970_fall_s1_64_p634.png,E:\Data\fall\s2_64\ROIs1970_fall_s2_64_p634.png
fall,fall_img_tropical_p9318,E:\Data\fall\s1_150\fall_img_tropical_p9318.png,E:\Data\fall\s2_150\fall_img_tropical_p9318.png,False,low_texture,7.312973,7.797853,0.0,34.513474,23.69352,E:\Data\fall\s1_150\fall_img_tropical_p9318.png,E:\Data\fall\s2_150\fall_img_tropical_p9318.png
winter,ROIs2017_winter_2_p849,E:\Data\winter\s1_2\ROIs2017_winter_s1_2_p849.png,E:\Data\winter\s2_2\ROIs2017_winter_s2_2_p849.png,False,low_texture,11.123825,15.27802,0.0,68.110672,43.082271,E:\Data\winter\s1_2\ROIs2017_winter_s1_2_p849.png,E:\Data\winter\s2_2\ROIs2017_winter_s2_2_p849.png
summer,ROIs1868_summer_10_p267,E:\Data\summer\s1_10\ROIs1868_summer_s1_10_p267.png,E:\Data\summer\s2_10\ROIs1868_summer_s2_10_p267.png,False,water_like,33.711319,43.74255,0.524306,33.796738,49.049755,E:\Data\summer\s1_10\ROIs1868_summer_s1_10_p267.png,E:\Data\summer\s2_10\ROIs1868_summer_s2_10_p267.png
winter,ROIs2017_winter_2_p353,E:\Data\winter\s1_2\ROIs2017_winter_s1_2_p353.png,E:\Data\winter\s2_2\ROIs2017_winter_s2_2_p353.png,False,low_texture,12.342941,18.307522,0.0,67.77063,43.567094,E:\Data\winter\s1_2\ROIs2017_winter_s1_2_p353.png,E:\Data\winter\s2_2\ROIs2017_winter_s2_2_p353.png
winter,winter_img_temperate_p8022,E:\Data\winter\s1_170\winter_img_temperate_p8022.png,E:\Data\winter\s2_170\winter_img_temperate_p8022.png,False,low_texture,17.264664,15.332248,0.0,13.662079,12.090473,E:\Data\winter\s1_170\winter_img_temperate_p8022.png,E:\Data\winter\s2_170\winter_img_temperate_p8022.png
fall,ROIs1970_fall_120_p1801,E:\Data\fall\s1_120\ROIs1970_fall_s1_120_p1801.png,E:\Data\fall\s2_120\ROIs1970_fall_s2_120_p1801.png,False,water_like,31.154526,63.197038,0.469618,49.779007,32.969164,E:\Data\fall\s1_120\ROIs1970_fall_s1_120_p1801.png,E:\Data\fall\s2_120\ROIs1970_fall_s2_120_p1801.png
fall,ROIs1970_fall_10_p671,E:\Data\fall\s1_10\ROIs1970_fall_s1_10_p671.png,E:\Data\fall\s2_10\ROIs1970_fall_s2_10_p671.png,False,water_like,27.578018,25.980377,0.980469,50.476074,49.477409,E:\Data\fall\s1_10\ROIs1970_fall_s1_10_p671.png,E:\Data\fall\s2_10\ROIs1970_fall_s2_10_p671.png
winter,ROIs2017_winter_67_p868,E:\Data\winter\s1_67\ROIs2017_winter_s1_67_p868.png,E:\Data\winter\s2_67\ROIs2017_winter_s2_67_p868.png,False,water_like,40.677139,34.837546,0.988715,61.702164,41.43852,E:\Data\winter\s1_67\ROIs2017_winter_s1_67_p868.png,E:\Data\winter\s2_67\ROIs2017_winter_s2_67_p868.png
fall,fall_img_tropical_p5354,E:\Data\fall\s1_150\fall_img_tropical_p5354.png,E:\Data\fall\s2_150\fall_img_tropical_p5354.png,False,low_texture,6.813736,3.644105,0.0,36.100327,18.354315,E:\Data\fall\s1_150\fall_img_tropical_p5354.png,E:\Data\fall\s2_150\fall_img_tropical_p5354.png
summer,ROIs1868_summer_88_p1723,E:\Data\summer\s1_88\ROIs1868_summer_s1_88_p1723.png,E:\Data\summer\s2_88\ROIs1868_summer_s2_88_p1723.png,False,low_texture,7.819244,12.059267,0.0,41.924744,38.839321,E:\Data\summer\s1_88\ROIs1868_summer_s1_88_p1723.png,E:\Data\summer\s2_88\ROIs1868_summer_s2_88_p1723.png
fall,fall_img_tropical_p9399,E:\Data\fall\s1_150\fall_img_tropical_p9399.png,E:\Data\fall\s2_150\fall_img_tropical_p9399.png,False,low_texture,7.355713,8.020912,0.0,33.542328,20.072325,E:\Data\fall\s1_150\fall_img_tropical_p9399.png,E:\Data\fall\s2_150\fall_img_tropical_p9399.png
winter,ROIs2017_winter_37_p1320,E:\Data\winter\s1_37\ROIs2017_winter_s1_37_p1320.png,E:\Data\winter\s2_37\ROIs2017_winter_s2_37_p1320.png,False,water_like,29.891129,52.322769,0.784722,48.427048,41.784974,E:\Data\winter\s1_37\ROIs2017_winter_s1_37_p1320.png,E:\Data\winter\s2_37\ROIs2017_winter_s2_37_p1320.png
winter,ROIs2017_winter_9_p510,E:\Data\winter\s1_9\ROIs2017_winter_s1_9_p510.png,E:\Data\winter\s2_9\ROIs2017_winter_s2_9_p510.png,False,low_texture,11.601654,16.652028,0.003038,45.659317,49.496151,E:\Data\winter\s1_9\ROIs2017_winter_s1_9_p510.png,E:\Data\winter\s2_9\ROIs2017_winter_s2_9_p510.png
winter,winter_img_temperate_p1673,E:\Data\winter\s1_170\winter_img_temperate_p1673.png,E:\Data\winter\s2_170\winter_img_temperate_p1673.png,False,low_texture;sar_low_texture,13.965454,9.834729,0.0,4.228531,2.403713,E:\Data\winter\s1_170\winter_img_temperate_p1673.png,E:\Data\winter\s2_170\winter_img_temperate_p1673.png
spring,ROIs1158_spring_59_p293,E:\Data\spring\s1_59\ROIs1158_spring_s1_59_p293.png,E:\Data\spring\s2_59\ROIs1158_spring_s2_59_p293.png,False,water_like,18.417999,19.266225,0.880642,63.558701,51.864131,E:\Data\spring\s1_59\ROIs1158_spring_s1_59_p293.png,E:\Data\spring\s2_59\ROIs1158_spring_s2_59_p293.png
winter,winter_img_temperate_p7976,E:\Data\winter\s1_170\winter_img_temperate_p7976.png,E:\Data\winter\s2_170\winter_img_temperate_p7976.png,False,low_texture,14.376801,12.304471,0.0,13.26088,10.712366,E:\Data\winter\s1_170\winter_img_temperate_p7976.png,E:\Data\winter\s2_170\winter_img_temperate_p7976.png
winter,ROIs2017_winter_146_p1491,E:\Data\winter\s1_146\ROIs2017_winter_s1_146_p1491.png,E:\Data\winter\s2_146\ROIs2017_winter_s2_146_p1491.png,False,low_texture,10.872772,23.417786,0.295573,61.03714,44.060819,E:\Data\winter\s1_146\ROIs2017_winter_s1_146_p1491.png,E:\Data\winter\s2_146\ROIs2017_winter_s2_146_p1491.png
spring,ROIs1158_spring_100_p604,E:\Data\spring\s1_100\ROIs1158_spring_s1_100_p604.png,E:\Data\spring\s2_100\ROIs1158_spring_s2_100_p604.png,False,low_texture;water_like,16.952271,16.938171,0.997396,43.01712,49.969243,E:\Data\spring\s1_100\ROIs1158_spring_s1_100_p604.png,E:\Data\spring\s2_100\ROIs1158_spring_s2_100_p604.png
winter,ROIs2017_winter_101_p1295,E:\Data\winter\s1_101\ROIs2017_winter_s1_101_p1295.png,E:\Data\winter\s2_101\ROIs2017_winter_s2_101_p1295.png,False,water_like,17.105011,55.181832,0.713542,53.194092,45.689347,E:\Data\winter\s1_101\ROIs2017_winter_s1_101_p1295.png,E:\Data\winter\s2_101\ROIs2017_winter_s2_101_p1295.png
winter,ROIs2017_winter_101_p774,E:\Data\winter\s1_101\ROIs2017_winter_s1_101_p774.png,E:\Data\winter\s2_101\ROIs2017_winter_s2_101_p774.png,False,water_like,15.477676,53.966962,0.56684,55.157089,39.921495,E:\Data\winter\s1_101\ROIs2017_winter_s1_101_p774.png,E:\Data\winter\s2_101\ROIs2017_winter_s2_101_p774.png
winter,winter_img_temperate_p2897,E:\Data\winter\s1_170\winter_img_temperate_p2897.png,E:\Data\winter\s2_170\winter_img_temperate_p2897.png,False,low_texture;sar_low_texture,13.351959,6.702549,0.0,3.268295,1.642371,E:\Data\winter\s1_170\winter_img_temperate_p2897.png,E:\Data\winter\s2_170\winter_img_temperate_p2897.png
summer,summer_img_temperate_p6629,E:\Data\summer\s1_160\summer_img_temperate_p6629.png,E:\Data\summer\s2_160\summer_img_temperate_p6629.png,False,low_texture,20.529205,15.448479,0.0,6.730316,7.168452,E:\Data\summer\s1_160\summer_img_temperate_p6629.png,E:\Data\summer\s2_160\summer_img_temperate_p6629.png
summer,ROIs1868_summer_58_p452,E:\Data\summer\s1_58\ROIs1868_summer_s1_58_p452.png,E:\Data\summer\s2_58\ROIs1868_summer_s2_58_p452.png,False,water_like,29.772797,57.490969,0.640191,44.971497,48.593382,E:\Data\summer\s1_58\ROIs1868_summer_s1_58_p452.png,E:\Data\summer\s2_58\ROIs1868_summer_s2_58_p452.png
summer,ROIs1868_summer_75_p74,E:\Data\summer\s1_75\ROIs1868_summer_s1_75_p74.png,E:\Data\summer\s2_75\ROIs1868_summer_s2_75_p74.png,False,low_texture;water_like,37.980972,14.373378,1.0,32.37471,20.492436,E:\Data\summer\s1_75\ROIs1868_summer_s1_75_p74.png,E:\Data\summer\s2_75\ROIs1868_summer_s2_75_p74.png
fall,fall_img_temperate_p2181,E:\Data\fall\s1_150\fall_img_temperate_p2181.png,E:\Data\fall\s2_150\fall_img_temperate_p2181.png,False,low_texture,8.897232,5.225521,0.0,10.735138,5.364759,E:\Data\fall\s1_150\fall_img_temperate_p2181.png,E:\Data\fall\s2_150\fall_img_temperate_p2181.png
summer,ROIs1868_summer_4_p663,E:\Data\summer\s1_4\ROIs1868_summer_s1_4_p663.png,E:\Data\summer\s2_4\ROIs1868_summer_s2_4_p663.png,False,low_texture,12.421936,4.97689,0.0,38.369217,24.937246,E:\Data\summer\s1_4\ROIs1868_summer_s1_4_p663.png,E:\Data\summer\s2_4\ROIs1868_summer_s2_4_p663.png
fall,ROIs1970_fall_109_p118,E:\Data\fall\s1_109\ROIs1970_fall_s1_109_p118.png,E:\Data\fall\s2_109\ROIs1970_fall_s2_109_p118.png,False,water_like,21.315002,69.353736,0.450087,52.859238,38.921533,E:\Data\fall\s1_109\ROIs1970_fall_s1_109_p118.png,E:\Data\fall\s2_109\ROIs1970_fall_s2_109_p118.png
winter,winter_img_temperate_p10985,E:\Data\winter\s1_170\winter_img_temperate_p10985.png,E:\Data\winter\s2_170\winter_img_temperate_p10985.png,False,low_texture,11.010071,11.696064,0.0,15.956619,13.519664,E:\Data\winter\s1_170\winter_img_temperate_p10985.png,E:\Data\winter\s2_170\winter_img_temperate_p10985.png
fall,ROIs1970_fall_116_p1237,E:\Data\fall\s1_116\ROIs1970_fall_s1_116_p1237.png,E:\Data\fall\s2_116\ROIs1970_fall_s2_116_p1237.png,False,water_like,16.94873,45.983582,0.412326,34.041748,45.28403,E:\Data\fall\s1_116\ROIs1970_fall_s1_116_p1237.png,E:\Data\fall\s2_116\ROIs1970_fall_s2_116_p1237.png
fall,ROIs1970_fall_10_p1349,E:\Data\fall\s1_10\ROIs1970_fall_s1_10_p1349.png,E:\Data\fall\s2_10\ROIs1970_fall_s2_10_p1349.png,False,water_like,16.34816,19.609583,0.963976,46.554916,40.753859,E:\Data\fall\s1_10\ROIs1970_fall_s1_10_p1349.png,E:\Data\fall\s2_10\ROIs1970_fall_s2_10_p1349.png
fall,ROIs1970_fall_115_p594,E:\Data\fall\s1_115\ROIs1970_fall_s1_115_p594.png,E:\Data\fall\s2_115\ROIs1970_fall_s2_115_p594.png,False,water_like,31.38295,33.02013,0.440972,53.807144,50.354168,E:\Data\fall\s1_115\ROIs1970_fall_s1_115_p594.png,E:\Data\fall\s2_115\ROIs1970_fall_s2_115_p594.png
summer,ROIs1868_summer_25_p313,E:\Data\summer\s1_25\ROIs1868_summer_s1_25_p313.png,E:\Data\summer\s2_25\ROIs1868_summer_s2_25_p313.png,False,low_texture,9.874344,24.186779,0.011719,45.547897,51.681344,E:\Data\summer\s1_25\ROIs1868_summer_s1_25_p313.png,E:\Data\summer\s2_25\ROIs1868_summer_s2_25_p313.png
summer,ROIs1868_summer_102_p1385,E:\Data\summer\s1_102\ROIs1868_summer_s1_102_p1385.png,E:\Data\summer\s2_102\ROIs1868_summer_s2_102_p1385.png,False,low_texture,12.449646,25.350675,0.008681,49.938095,36.482474,E:\Data\summer\s1_102\ROIs1868_summer_s1_102_p1385.png,E:\Data\summer\s2_102\ROIs1868_summer_s2_102_p1385.png
winter,ROIs2017_winter_67_p70,E:\Data\winter\s1_67\ROIs2017_winter_s1_67_p70.png,E:\Data\winter\s2_67\ROIs2017_winter_s2_67_p70.png,False,low_texture,9.402603,11.398062,0.0,60.129288,35.708975,E:\Data\winter\s1_67\ROIs2017_winter_s1_67_p70.png,E:\Data\winter\s2_67\ROIs2017_winter_s2_67_p70.png
summer,summer_img_temperate_p1734,E:\Data\summer\s1_160\summer_img_temperate_p1734.png,E:\Data\summer\s2_160\summer_img_temperate_p1734.png,False,low_texture,16.26239,10.089751,0.0,11.878799,9.27985,E:\Data\summer\s1_160\summer_img_temperate_p1734.png,E:\Data\summer\s2_160\summer_img_temperate_p1734.png
spring,ROIs1158_spring_59_p548,E:\Data\spring\s1_59\ROIs1158_spring_s1_59_p548.png,E:\Data\spring\s2_59\ROIs1158_spring_s2_59_p548.png,False,water_like,30.506775,32.696368,0.938368,62.688171,47.695299,E:\Data\spring\s1_59\ROIs1158_spring_s1_59_p548.png,E:\Data\spring\s2_59\ROIs1158_spring_s2_59_p548.png
winter,ROIs2017_winter_63_p295,E:\Data\winter\s1_63\ROIs2017_winter_s1_63_p295.png,E:\Data\winter\s2_63\ROIs2017_winter_s2_63_p295.png,False,water_like,26.454926,27.196274,0.522569,54.915955,39.338653,E:\Data\winter\s1_63\ROIs2017_winter_s1_63_p295.png,E:\Data\winter\s2_63\ROIs2017_winter_s2_63_p295.png
winter,ROIs2017_winter_67_p800,E:\Data\winter\s1_67\ROIs2017_winter_s1_67_p800.png,E:\Data\winter\s2_67\ROIs2017_winter_s2_67_p800.png,False,water_like,20.610184,32.092076,0.768229,59.156754,38.595268,E:\Data\winter\s1_67\ROIs2017_winter_s1_67_p800.png,E:\Data\winter\s2_67\ROIs2017_winter_s2_67_p800.png
fall,ROIs1970_fall_127_p301,E:\Data\fall\s1_127\ROIs1970_fall_s1_127_p301.png,E:\Data\fall\s2_127\ROIs1970_fall_s2_127_p301.png,False,low_texture,12.787613,13.355181,0.0,31.944519,19.258069,E:\Data\fall\s1_127\ROIs1970_fall_s1_127_p301.png,E:\Data\fall\s2_127\ROIs1970_fall_s2_127_p301.png
winter,winter_img_temperate_p1774,E:\Data\winter\s1_170\winter_img_temperate_p1774.png,E:\Data\winter\s2_170\winter_img_temperate_p1774.png,False,low_texture;sar_low_texture,14.663101,16.912741,0.0,3.61586,2.725746,E:\Data\winter\s1_170\winter_img_temperate_p1774.png,E:\Data\winter\s2_170\winter_img_temperate_p1774.png
